anno_idx,end,imdbid,start,text_gen,text_gt
2801,906.459,tt1256027,905.019,"['Howard stands near Summer at the table.', ""Summer looks up at Howard's standing figure."", 'Howard looks at Summer sitting at the table.', 'Howard approaches Summer at the table.', 'Summer and Howard face each other.']",Howard sits in Raj's place.
2802,912.947,tt1256027,910.759,"['Howard stands, speaking to Summer at the table.', 'Summer looks at Howard as he talks.', 'Howard talks to Summer, who listens intently.', ""Summer focuses on Howard's words."", 'Howard stands, engaging Summer in conversation.']",Penny sits on Sheldon's bed as she talks on the phone.
2803,1005.574,tt1256027,1003.348,"['Summer stands, while Howard sits, listening.', 'Howard sits, as Summer speaks to him.', 'Summer looks at Howard, who sits quietly.', ""Howard sits, focusing on Summer's words."", 'Summer addresses Howard, who listens attentively.']","In Sheldon's bedroom, Penny holds a small box."
2804,1037.387,tt1256027,1035.506,"['Penny walks around the room.', 'Penny walks and talks on the phone.', 'Penny walks around, on the phone.', 'Penny walks around the room, on phone.', 'Penny walks and talks on phone.']","She sets the box on the floor, then stomps on it."
2805,1039.172,tt1256027,1037.598,"['Penny steps on a toy while on phone.', 'Sheldon and Leonard sip coffee at a table.', 'Penny walks in the bedroom with phone.', 'Penny steps on a toy, near coffee cups.', 'Penny and friends enjoy coffee and conversation.']",She gazes down at the smashed box.
2806,1041.437,tt1256027,1040.65,"['Penny holds phones.', 'Sheldon answers calls.', 'Leonard joins the conversation.', 'Phones ring simultaneously.', 'Penny talks on phone.']",Sheldon smiles.
2807,1097.863,tt1256027,1095.867,"['Summer looks at a phone with Howard.', 'Howard and Summer laugh at a phone image.', 'They view a phone together, smiling.', 'Summer and Howard share a laugh on phone.', 'Howard shows Summer a funny phone picture.']",He slides his arm around her shoulder and smiles.
2808,1131.937,tt1256027,1130.633,"['Sheldon sits with beer and utensils.', 'Howard stands near Sheldon, talking.', 'Leonard looks at his phone beside Sheldon.', 'Sheldon and Howard converse with utensils nearby.', 'Howard stands, speaking to Sheldon and Leonard.']",Howard steps back to the table.
2809,1137.115,tt1256027,1135.618,"['Howard looks at Raj at the table.', 'Raj and Howard gaze at the table.', 'Howard and Raj examine the table.', 'Raj and Howard look at each other.', 'Howard looks at the table with Raj.']",Raj smiles as Howard sits.
2810,1139.438,tt1256027,1137.441,"['Raj and Howard sit at a table, looking at each other.', 'Leonard stands up, watching Raj and Howard at the table.', 'Summer looks at the man at the table, her focus elsewhere.', 'Raj and Howard sit, while Leonard stands, observing them.', 'Leonard stands, gazing at Raj and Howard seated at a table.']",His smile disappears when Howard turns to him.
2811,1144.313,tt1256027,1142.356,"['Blue walks while holding a book.', 'Blue holds a book and walks.', 'Blue walks, looking at yellow.', 'Blue walks, book in hand.', 'Blue walks while gazing at yellow.']","He strides down the car, then sits opposite her."
2812,61.389,tt1256028,60.737,"['Sheldon holds box.', 'Sheldon looks at them.', 'He holds a box.', 'Sheldon talks to them.', 'He holds box open.']",Sheldon leaves.
2813,82.132,tt1256028,81.863,"['Sheldon knocks.', 'Sheldon holds a package.', 'Sheldon looks inside.', 'Sheldon knocks on the door.', 'Sheldon holds and knocks.']",It's 11 a.m.
2814,103.999,tt1256028,103.04,"['Penny gives Sheldon a box.', 'Sheldon signs a paper.', 'Penny holds a box.', 'Sheldon examines the paper.', 'Penny hands Sheldon a box.']",A paper on a clipboard.
2815,250.167,tt1256028,249.054,"['Penny turns to Sheldon.', 'Sheldon walks away.', 'Penny speaks to Sheldon.', 'Sheldon listens to Penny.', 'Penny and Sheldon converse.']",Sheldon stares blankly.
2816,274.131,tt1256028,273.209,"['Sheldon looks at Penny.', 'Penny examines her phone.', 'Sheldon stares at Penny.', 'Penny stands near the couch.', 'Sheldon approaches Penny.']",Sheldon turns to leave.
2817,379.063,tt1256028,378.083,"['Sheldon looks at Penny.', 'Sheldon talks to Penny.', 'Penny listens to Sheldon.', 'Sheldon sits with Penny.', 'They sit together.']",Penny glares at Sheldon.
2818,432.889,tt1256028,430.97,"['Raj looks at Howard, then at Leonard.', 'Howard and Raj exchange glances.', ""Leonard focuses on Raj's expression."", 'The three friends share a moment.', 'Raj and Howard lock eyes.']","Howard, Leonard, and Raj step into the hallway."
2819,455.162,tt1256028,453.682,"['Sheldon and Leonard look at Penny playing.', 'Penny plays with a toy, watched by Sheldon and Leonard.', 'Sheldon, Leonard, and Penny focus on a toy.', 'Sheldon, Leonard, and Penny examine the toy.', 'Sheldon, Leonard, and Penny gaze at the toy.']",Penny and Sheldon make penny blossoms.
2820,540.899,tt1256028,539.112,"['Sheldon holds a bottle, talking to Penny.', 'Penny sits on the couch, listening to Sheldon.', 'A hand pours drinks, placing them on the table.', 'Someone pours a drink, holding the glass.', 'Sheldon talks, holding a bottle, with Penny nearby.']",Howard examines a bottle of silver glitter.
2821,564.623,tt1256028,562.53,"['Raj and Howard hold objects, Penny watches.', 'Penny sits on the couch, observing Raj and Howard.', 'Sheldon and Leonard stand, conversing, while Penny sits.', 'Raj and Howard hold items, Penny looks on.', 'Penny sits on the couch, watching Raj and Howard.']","Frowning, Penny and Sheldon exchange glances."
2822,682.336,tt1256028,681.222,"['Sheldon points at the laptop.', 'The friends gather around the laptop.', 'They all look at the screen.', 'Penny and the guys examine the laptop.', 'The group crowds around the laptop screen.']",They all peer at the monitor.
2823,906.668,tt1256028,904.748,"['Penny pours milk into a cup.', 'Sheldon Cooper looks at Penny as she pours milk.', 'Penny looks at Sheldon Cooper as he talks.', 'Sheldon Cooper talks as Penny pours milk.', 'Penny pours milk as Sheldon Cooper observes.']",A pink penny blossom sticks to Sheldon's face.
2824,907.532,tt1256028,906.898,"['Leonard and Howard sit.', 'Penny pours water.', 'Raj stands up.', 'Leonard looks at Penny.', 'Penny holds a cup.']",He pulls it off.
2825,934.002,tt1256028,933.35,"['Leonard looks at Sheldon.', 'Sheldon walks towards Leonard.', 'Leonard watches Sheldon approach.', 'Sheldon holds a blue mug.', 'Leonard sees Sheldon walk.']","Here, this will help."
2826,961.756,tt1256028,960.355,"['Sheldon holds a cup, talking to Penny and Leonard.', ""Penny and Leonard look at Sheldon, who's holding a cup."", 'Sheldon stands, holding a cup, as Penny and Leonard sit.', 'Sheldon talks, holding a cup, as Penny and Leonard listen.', 'Sheldon stands, cup in hand, with Penny and Leonard on the couch.']",Penny and Leonard exchange stares.
2827,978.665,tt1256028,977.801,"['Penny and Leonard snack together.', 'Sheldon stands, speaking with them.', 'Penny and Leonard munch snacks.', 'Sheldon joins the snack session.', 'Leonard and Penny eat snacks.']",Penny and Leonard jump.
2828,999.981,tt1256028,997.524,"['Leonard sits on the couch eating snacks.', 'Penny talks to Leonard on the couch.', 'Leonard looks at Penny as she talks.', 'Penny chats with Leonard on the couch.', 'Leonard and Penny sit together on the couch.']","Later, several boxes filled with wrapped penny blossoms."
2829,1075.585,tt1256028,1073.993,"['Penny dances and jumps around Leonard.', 'Raj looks at Penny as she jumps.', 'Penny wears a colorful dress while dancing.', 'Penny jumps in front of Leonard.', 'Penny dances around Raj and Leonard.']","Leonard, Howard and Raj sit motionless."
2830,1083.719,tt1256028,1082.415,"['Penny holds the remote control.', 'Penny looks at Leonard and Howard.', 'Leonard and Howard sit and listen.', 'Raj and Penny stand together.', 'Penny looks at Raj and Howard.']",Howard and Raj stand and leave.
2831,1097.014,tt1256028,1095.595,"['Penny stands up from the couch.', 'Penny looks at the man in red.', 'Penny stands up and looks around.', 'Penny stands up, then looks at him.', 'Penny gets up from the couch.']",Leonard heads toward his bedroom.
2832,1098.625,tt1256028,1097.359,"['Penny sits on the couch.', 'Penny sits down on the couch.', 'Penny looks at the camera.', 'Penny sits down on the couch.', 'Penny sits on the couch.']",Penny plops down on a chair.
2833,128.14,tt1256029,127.04,"['Penny eats with chopsticks.', 'Howard and Raj eat together.', 'Penny talks to Howard and Raj.', 'They use chopsticks to eat.', 'Howard and Raj take a bite.']",Raj whispers to Howard...
2834,137.032,tt1256029,136.24,"['Sheldon takes chopsticks.', 'Raj and Howard eat.', 'Sheldon holds a plate.', 'Howard reaches for a cup.', 'Raj uses chopsticks.']",He turns to Penny.
2835,198.738,tt1256029,197.6,"['Sheldon and Raj walk towards the door.', 'Leonard looks at the door ahead.', 'Sheldon and Raj gaze at each other.', 'The trio approaches the house entrance.', 'The characters step towards the door together.']",They approached the front door.
2836,235.347,tt1256029,234.132,"['Sheldon looks around curiously.', 'Leonard and Raj look around together.', 'The friends stand and examine surroundings.', 'Sheldon, Leonard, and Raj take in the scene.', 'The trio looks around in unison.']",Leonard makes a cell phone call.
2837,240.188,tt1256029,239.822,"['Leonard talks on phone.', 'Sheldon speaks to Raj.', 'Raj walks away.', 'Leonard chats with Sheldon.', 'Raj leaves conversation.']",The new ones.
2838,240.689,tt1256029,240.207,"['Sheldon, Leonard, and Raj walk.', 'Sheldon, Leonard, and Raj check their watches.', 'Sheldon, Leonard, and Raj approach the house.', 'Leonard, Raj, and Sheldon move towards the house.', 'Sheldon, Leonard, and Raj wait.']",They're here.
2839,454.67,tt1256029,449.606,"['Penny walks away, with Sheldon watching her from behind, his eyes fixed on her back.', 'Sheldon watches Penny walk away, his gaze lingering on her departing figure.', 'Penny glances back at Sheldon as she walks away, while he continues to watch her.', ""Sheldon's eyes follow Penny as she walks away, his attention focused on her retreating form."", ""Penny's back is visible as she walks away, with Sheldon's watchful gaze tracking her movement.""]","Later, Sheldon sits on his living room sofa."
2840,534.731,tt1256029,533.579,"['Sheldon holds a blue cup.', 'Penny listens to Sheldon.', 'Sheldon talks on the couch.', 'Sheldon sits with a cup.', 'Penny sits with Sheldon.']",Penny frowns at Sheldon.
2841,544.482,tt1256029,540.835,"['Penny and Sheldon stand up and walk away from the couch.', 'Penny and Sheldon walk away from the couch, moving away.', 'Penny and Sheldon get up and leave the couch.', 'Sheldon and Penny stand up and walk away from the couch.', 'Penny and Sheldon walk off-screen, leaving the couch behind.']","As Penny leaves, Sheldon glances at the imaginary formula, then erases it."
2842,573.439,tt1256029,572.594,"['Penny walks to Howard, hands him beer.', 'Howard looks up at Penny.', 'Penny hands Howard a beer.', 'Howard receives beer from Penny.', 'Penny gives Howard a beer.']",She holds a bottle of wine.
2843,630.052,tt1256029,628.613,"['Penny drinks from a glass and looks at Alicia.', 'Penny puts down the glass and gazes at Alicia.', 'Penny looks at Alicia and then the ceiling.', 'Penny looks at Alicia and then the ceiling.', 'Penny drinks from a glass and looks at Alicia.']",Penny takes a big sip of wine.
2844,693.546,tt1256029,692.294,"['Penny looks at the others.', 'The others look at Penny.', 'Penny wears a blue dress.', 'Penny is in the center.', 'They focus on Penny.']",The guys furrow their brows.
2845,721.321,tt1256029,719.511,"['Penny stands in the kitchen, looking around.', 'Penny stands, wearing a blue dress and flower.', 'Penny looks around the kitchen, flower in hair.', 'Penny stands in the kitchen, blue dress on.', 'Penny is seen standing in the kitchen, looking.']",Penny walks in and sits beside him.
2846,812.687,tt1256029,811.339,"['Penny holds chips, talks to Sheldon.', 'Sheldon holds remote, talks to Penny.', 'Penny looks at Sheldon, holds chips.', 'Sheldon talks, holds remote control.', 'Penny and Sheldon sit together.']",Sheldon unmutes the TV.
2847,819.986,tt1256029,816.482,"['Sheldon holds a remote control, while Penny stands up and walks away.', 'Penny stands up and walks away from Sheldon, who remains seated with the remote control.', 'Sheldon sits on the couch, holding a remote control, as Penny walks away.', 'Penny gets up and leaves the couch, leaving Sheldon behind with the remote control.', 'Sheldon and Penny sit on the couch, holding remote controls, before Penny stands up and walks away.']","Later, Penny passes out Chinese takeout containers to Leonard and the others."
2848,861.409,tt1256029,858.779,"['Penny gestures with her hands while holding a remote control.', 'Howard Wolowitz eats food from a plate while sitting on the couch.', 'Raj Koothrappali stands up, talking and gesturing with his hands.', 'Penny talks to Howard Wolowitz, Leonard Hofstadter, and Raj Koothrappali on the couch.', 'Howard Wolowitz holds a plate of food while eating and talking with the others.']",Raj whispers to Howard as Leonard walks to the front door.
2849,866.707,tt1256029,865.19,"['Penny enters, wearing a black dress and boots.', 'Raj and Howard eat on the couch.', 'Penny talks to Leonard, standing nearby.', 'Leonard stands, facing Penny in the room.', ""Penny's long blonde hair is visible behind her.""]",Leonard opens the door for Alicia.
2850,892.633,tt1256029,890.655,"['Penny points at Sheldon eating Chinese food.', 'Sheldon looks at Penny while eating Chinese food.', ""Penny gestures towards Sheldon's Chinese food."", 'Sheldon eats Chinese food with chopsticks.', 'Penny and Sheldon interact over Chinese food.']","Leonard, Howard, and Raj hurry out with Alicia."
2851,942.019,tt1256029,937.682,"['Sheldon holds a bottle of sauce while looking at Penny eating noodles.', 'Sheldon holds a bottle of sauce while talking to Penny, who is eating noodles.', 'Penny eats noodles as Sheldon holds a bottle of sauce and looks at her.', 'Sheldon holds a bottle of sauce while talking to Penny, who is eating.', 'Sheldon holds a bottle of sauce and looks at Penny while she eats noodles.']","Later, Alicia carries a basket of dirty clothes into the laundry room where Penny folds clean clothes."
