anno_idx,end,end_,imdbid,start,start_,text_gen,text_gt
2374,346.534,345.037,tt1256037,345.037,345.037,"1. Main characters: Ramona Nowitzki, Penny;
2. Actions: Ramona Nowitzki and Penny walk up the stairs. Ramona Nowitzki holds the railing as she walks up the stairs. Penny walks up the stairs behind Ramona Nowitzki. Ramona Nowitzki and Penny walk into the elevator. Ramona Nowitzki and Penny get out of the elevator. Ramona Nowitzki and Penny walk down the hallway. Ramona Nowitzki and Penny walk into the apartment. Ramona Nowitzki and Penny walk into the living room. Ramona Nowitzki and Penny walk into the kitchen. Ramona Nowitzki and Penny walk into the bathroom. Ramona Nowitzki and Penny walk into the bedroom. Ramona Nowitzki and Penny walk into the living room. Ramona Nowitzki and Penny walk into the kitchen. Ramona Nowitzki and Penny walk into the bathroom. Ramona Nowitzki and Penny walk into the bedroom. Ramona Nowitzki and Penny walk into the living room. Ramona Nowitzki and Penny walk into the kitchen. Ramona Nowitzki and Penny walk into the bathroom. Ramona Nowitzki and Penny walk into the bedroom. Ramona Nowitzki and Penny walk into the living room. Ramona Nowitzki and Penny walk into the kitchen. Ramona Nowitzki and Penny walk into the bathroom. Ramona Nowitzki and Penny walk into the bedroom. Ramona Nowitzki and Penny walk into the living room. Ramona Nowitzki and Penny walk into the kitchen. Ramona Nowitzki and Penny walk into the bathroom. Ramona Nowitzki and Penny walk into the bedroom. Ramona Nowitzki and Penny walk into the living room. Ramona Nowitzki and Penny walk into the kitchen. Ramona Nowitzki and Penny walk into the bathroom. Ramona Nowitzki and Penny walk into the bedroom. Ramona Nowitzki and Penny walk into the living room. Ramona Nowitzki and Penny walk into the kitchen. Ramona Nowitzki and Penny walk into the bathroom. Ramona Nowitzki and Penny walk into the bedroom. Ramona Nowitzki and Penny walk into the living room. Ramona Nowitzki and Penny walk into the kitchen. Ramona Nowitzki and Penny walk into the bathroom. Ramona Nowitzki and Penny walk into the bedroom. Ramona Nowitzki and Penny walk into the living room.",Ramona carries a takeout bag.
2375,348.587,347.454,tt1256037,347.454,347.454,"1. Main characters: Ramona Nowitzki, Penny;
2. Actions: Ramona Nowitzki walks down the stairs, Penny walks down the stairs, Ramona Nowitzki holds a bag, Penny talks to Ramona Nowitzki;
3. Character-character interactions: Penny talks to Ramona Nowitzki.",Penny follows her up the stairs.
2376,430.465,429.121,tt1256037,429.121,429.121,"1. Main characters: Penny (green), Raj Koothrappali (yellow), Howard Wolowitz (blue), Leonard Hofstadter (red).
2. Actions: Penny is standing up and talking, while Raj and Howard are sitting on the couch. Leonard is standing up and talking to Penny.
3. Character-character interactions: Penny is talking to Raj and Howard, while Leonard is talking to Penny.
4. Key objects: Penny is holding a plate of food.",Just have a nice... whatever this is.
2377,450.459,449.053,tt1256037,449.053,449.053,"1. Main characters: Penny, Leonard, Raj.
2. Actions: Penny is talking to Leonard and Raj, Leonard is talking to Penny, Raj is talking to Penny.
3. Character-character interactions: Penny is looking at Leonard and Raj, Leonard is looking at Penny and Raj, Raj is looking at Penny and Leonard.
4. Key objects: Penny is holding a phone.",Raj and Howard peer at Leonard.
2378,501.618,500.906,tt1256037,500.906,500.906,"1. Main characters: Penny, Leonard Hofstadter, Raj Koothrappali, Howard Wolowitz.
2. Actions: Penny walks in, talks, and laughs, while the men stand and listen.
3. Character-character interactions: Penny interacts with the men, who are looking at her.
4. Key objects: Penny's dress, the men's clothing.",Leonard shrugs.
2379,509.711,508.615,tt1256037,508.615,508.615,"1. Main characters: Raj Koothrappali, Howard Wolowitz, Leonard Hofstadter.
2. Actions: Raj Koothrappali is talking to the other two men, who are standing and listening.
3. Character-character interactions: Raj Koothrappali is talking to the other two men, who are standing and listening.","Smiling, Howard nods."
2380,511.462,509.961,tt1256037,509.961,509.961,"1. Main characters: Raj Koothrappali (red), Leonard Hofstadter (blue), Howard Wolowitz (green), Penny (yellow).
2. Actions: Penny walks in, adjusts her dress, and talks to the men. The men react to Penny's presence.
3. Character-character interactions: Penny interacts with the men, who are watching her.
4. Key objects: Penny's dress.",Raj gives a thumbs up.
2381,517.1,516.196,tt1256037,516.196,516.196,"1. Main characters: Penny (red), Howard Wolowitz (yellow), Raj Koothrappali (blue), Leonard Hofstadter (green).
2. Actions: Penny walks away, Howard and Raj watch her go, Howard turns to Raj, Raj turns to Howard.
3. Character-character interactions: Penny walks away, Howard and Raj watch her go, Howard turns to Raj, Raj turns to Howard.
4. Key objects: Penny's back, Howard's hand, Raj's hand.",Penny unlocks her door.
2382,524.664,523.49,tt1256037,523.49,523.49,"1. Main characters: Raj Koothrappali (blue), Leonard Hofstadter (yellow).
2. Actions: Raj is talking to Leonard, who is looking at him.
3. Character-character interactions: Raj is talking to Leonard, who is looking at him.
4. Key objects: ""OUT OF ORDER"" sign, caution tape.",Leonard stares at Raj.
2383,530.533,529.263,tt1256037,529.263,529.263,"1. Main characters: Leonard Hofstadter (red), Raj Koothrappali (green), Sheldon Cooper (blue);
2. Actions: Leonard and Raj enter the elevator, then the elevator door closes. Sheldon stands outside the elevator.
3. Character-character interactions: Leonard and Raj look at each other, then enter the elevator. Sheldon looks at Leonard and Raj.
4. Key objects: elevator, caution tape, door.",Raj hurries down the stairs.
2384,531.514,530.764,tt1256037,530.764,530.764,"1. Main characters: Leonard Hofstadter (red), Raj Koothrappali (green), Sheldon Cooper (blue);
2. Actions: Leonard and Raj enter the elevator, then the elevator door closes. Sheldon stands outside the elevator.
3. Character-character interactions: Leonard and Raj look at each other, then enter the elevator. Sheldon looks at Leonard and Raj.
4. Key objects: elevator, caution tape, door.",Leonard follows.
2385,534.335,533.565,tt1256037,533.565,533.565,"1. Main characters: Leonard Hofstadter (green), Sheldon Cooper (blue);
2. Actions: Leonard and Sheldon enter a dark room, then they are in a cafeteria where they are talking to each other;
3. Character-character interactions: Leonard and Sheldon are talking to each other;
4. Environment: The first scene is a dark room, then they are in a cafeteria with tables, chairs, and a drinks vending machine.",In the cafeteria.
2386,538.318,536.587,tt1256037,536.587,536.587,"1. Main characters: Sheldon Cooper (green), Leonard Hofstadter (red);
2. Actions: Sheldon writes in a notebook, Leonard looks at him;
3. Character-character interactions: Sheldon looks at Leonard, Leonard looks at Sheldon;
4. Key objects: notebook, pen.","Sheldon turns a book's page, then writes."
2387,563.645,562.432,tt1256037,562.432,562.432,"1. Main characters: Ramona Nowitzki (blue), Leonard Hofstadter (green), Sheldon Cooper (red).
2. Actions: Ramona Nowitzki serves food to Leonard Hofstadter, who eats it. Sheldon Cooper looks at Ramona Nowitzki.
3. Character-character interactions: Ramona Nowitzki serves food to Leonard Hofstadter, who eats it. Sheldon Cooper looks at Ramona Nowitzki.
4. Key objects: food, cup, plate.",Sheldon hands her his notebook.
2388,582.74,581.258,tt1256037,581.258,581.258,"1. Main characters: Ramona Nowitzki, Sheldon Cooper.
2. Actions: Ramona Nowitzki is smiling and looking at Sheldon Cooper, while Sheldon Cooper is holding a fork and knife.
3. Character-character interactions: Ramona Nowitzki is looking at Sheldon Cooper, while Sheldon Cooper is looking at Ramona Nowitzki.
4. Key objects: fork, knife.",Sheldon stabs the air with his knife.
2389,585.417,583.202,tt1256037,583.202,583.202,"1. Main characters: Leonard Hofstadter, Ramona Nowitzki, Sheldon Cooper.
2. Actions: Leonard is eating, Ramona is standing up and putting her hand on his shoulder, Sheldon is looking at Ramona.
3. Character-character interactions: Leonard and Ramona are interacting, Ramona is putting her hand on Leonard's shoulder, Sheldon is looking at Ramona.
4. Key objects: Leonard's food, Ramona's hand, Sheldon's glasses.",Ramona spreads a linen napkin across Sheldon's lap.
2390,587.823,587.11,tt1256037,587.11,587.11,"1. Main characters: Leonard Hofstadter (red), Ramona Nowitzki (green), Leslie Winkle (yellow), Sheldon Cooper (blue).
2. Actions: In Shot 2, Leonard is drinking coffee, Ramona is walking towards him, and Leslie is talking to him. In Shot 3, Ramona is talking to Sheldon, and Leslie is talking to him.
3. Character-character interactions: In Shot 2, Ramona is approaching Leonard, and Leslie is talking to him. In Shot 3, Ramona is talking to Sheldon, and Leslie is talking to him.
4. Key objects: coffee cup, Ramona's glasses, Leslie's glasses, Ramona's hair.",Leslie walks up.
2391,642.85,640.203,tt1256037,640.203,640.203,"1. Main characters: Ramona Nowitzki, Sheldon Cooper;
2. Actions: Ramona Nowitzki is sitting at a table with a fork and knife, while Sheldon Cooper is sitting across from her with a fork and knife. Ramona Nowitzki is cutting a piece of food, and Sheldon Cooper is looking at her;
3. Character-character interactions: Ramona Nowitzki is looking at Sheldon Cooper, while Sheldon Cooper is looking at Ramona Nowitzki;
4. Key objects: fork, knife, plate of food.","Later, Penny knocks on Sheldon's door, then steps inside."
2392,649.086,646.497,tt1256037,646.497,646.497,"1. Main characters: Sheldon Cooper (green), Ramona Nowitzki (blue), Penny (red);
2. Actions: Sheldon is using a laptop, Ramona is sitting on the couch, Penny is entering the room;
3. Character-character interactions: Penny looks at Sheldon and Ramona;
4. Key objects: laptop, couch, door.",Ramona gives Sheldon a pedicure as he types on a laptop.
2393,659.486,657.835,tt1256037,657.835,657.835,"1. Main characters: Penny.
2. Actions: Penny drops the box, walks towards the door, knocks on it, and then opens it.
3. Character-character interactions: Penny knocks on the door and then opens it.
4. Key objects: box.","Penny sets down a package, then leaves."
2394,660.982,659.754,tt1256037,659.754,659.754,"1. Main characters: Penny.
2. Actions: Penny walks out of the room, puts the box on the floor, and knocks on the door.
3. Character-character interactions: Penny knocks on the door.
4. Key objects: box, door.","In the hallway, she grimaces."
2395,666.297,665.28,tt1256037,665.28,665.28,"1. Main characters: Penny (blue), Leonard Hofstadter (yellow);
2. Actions: Penny enters the room and knocks on the door, Leonard opens the door and greets her;
3. Character-character interactions: Penny knocks on the door, Leonard opens the door and greets her;
4. Key objects: door, Penny's hand.",Leonard walks up the steps.
2396,682.361,680.269,tt1256037,680.269,680.269,"1. Main characters: Leonard Hofstadter, Sheldon Cooper, Penny, Ramona Nowitzki.
2. Actions: Leonard opens the door, walks into the living room, and sits on the couch. Sheldon is sitting on the couch with a laptop, and Ramona is sitting on the couch with her feet up.
3. Character-character interactions: Leonard looks at Sheldon and Ramona, and Ramona looks at Leonard.
4. Key objects: dartboard, couch, laptop.","He glances at Ramona and Sheldon, then looks down."
